147.793	153.138	199.082	118.772	113.264
97.9662	99.4913	112.255	92.4015	113.264
97.9662	93.1411	112.255	92.4015	102.254
97.9662	93.1411	103.733	66.6382	102.254
74.2561	73.6871	68.9251	66.6382	82.403
68.9968	72.3884	68.9251	54.9579	76.7635
68.9968	71.4242	66.3282	54.9579	68.451
53.3851	68.9661	61.4464	54.9579	63.227
53.3851	63.7375	47.1118	54.9579	63.227
53.3851	53.6784	17.4886	54.9579	62.7348
53.1997	53.6784	17.0382	54.9579	62.7348
53.1997	53.6784	17.0382	54.9579	55.5422
53.1997	53.6784	5.38351	48.9765	52.437
49.0832	53.6784	5.18922	48.9765	52.437
