20.8997	20.861	20.8412	20.645	20.8118
20.6047	20.7758	20.7206	20.645	20.6607
20.6047	20.7542	20.7206	20.645	20.6607
20.423	20.7144	20.5404	20.6036	20.647
20.423	20.4933	20.4976	20.6036	20.647
20.423	20.4933	20.4953	20.6036	20.4967
20.423	20.4403	20.4953	20.4613	20.3957
20.423	20.4403	20.4953	20.4613	20.3957
20.423	20.4403	20.4953	20.4613	20.3957
20.423	20.4403	20.4953	20.4613	20.3957
20.4145	20.3717	20.4953	20.4613	20.3957
20.4145	20.3717	20.4953	20.4613	20.3957
20.4145	20.3717	20.4953	20.4613	20.3957
20.4145	20.3717	20.4953	20.4613	20.3957
