85875.9	56080	12000.9	47842.1	68433.3
56287.7	32032.1	12000.9	47842.1	64018.3
56287.7	30571.8	12000.9	47842.1	55701.6
34352.9	30571.8	12000.9	18014.1	54042.1
29570.5	28932.6	12000.9	18014.1	39637.5
25660.5	13176.9	9532.44	16497.5	29187
22048.4	12005.7	9532.44	11292.1	16721
22048.4	6916.59	9532.44	11292.1	14010
22048.4	6916.59	9532.44	10161.3	14010
16263.9	6916.59	9532.44	5313.45	13554.4
8116.93	6916.59	5328.4	4587.26	13554.4
7301.11	3864.82	5328.4	4366.2	12843.4
7301.11	3864.82	5328.4	3321.07	12082.7
7026.73	3864.82	5328.4	3170.57	11772.3
