46.3888	72.2259	74.994	56.0164	48.4799
44.4809	59.6108	67.1612	56.0164	46.7206
44.4809	50.0653	63.2103	37.0481	46.7206
44.4809	33.6754	43.2403	37.0481	40.1137
41.2957	33.6754	42.5862	35.9694	40.1137
40.49	33.6754	41.316	28.1268	40.1137
32.609	33.6754	40.3045	28.1268	37.869
31.7773	33.1826	38.2389	28.1268	37.869
31.7773	33.1826	31.4518	28.1268	37.869
28.8962	28.1915	30.0826	28.1268	35.5997
28.8962	26.0788	30.0826	28.1077	31.4351
28.8962	18.3885	28.196	23.0611	27.7095
24.1067	17.1551	26.3822	15.3277	27.7095
24.1067	17.1551	21.9951	14.9012	26.2063
