1755.95	1492.89	2205.38	1752.58	1660.59
1755.95	1352.99	2027.72	1423.61	1660.59
1755.95	1352.99	1725.04	1423.61	1330.95
1755.95	1352.99	1681.86	1421.58	1330.95
1755.95	809.093	863.805	1293.55	1330.95
1755.95	809.093	863.805	1293.55	1330.95
1607.75	809.093	863.805	1213.07	1330.95
1607.75	809.093	863.805	1132.26	1180.78
1389.63	809.093	863.805	1132.26	1180.78
1384.19	809.093	863.805	527.711	1180.78
1316.53	809.093	863.805	527.711	1180.78
871.772	809.093	863.805	339.744	1136.36
687.782	779.654	807.742	256.641	1136.36
681.63	779.654	791.643	256.641	1011.08
