69.2756	79.2089	71.7779	101.648	69.6142
53.547	61.7083	65.6182	60.6525	69.6142
52.6066	61.7083	65.6182	60.6525	45.9791
52.6066	57.9312	65.2021	56.9412	45.9791
42.0302	52.0487	54.0777	56.9412	45.9791
39.019	48.8173	51.2072	45.1859	43.8102
39.019	44.1442	38.5371	45.1859	35.9947
39.019	44.1442	38.5371	45.1859	35.9947
39.019	40.1322	31.009	45.1859	35.9947
39.019	40.1322	31.009	43.6406	35.9947
38.995	40.1322	31.009	43.6406	35.9947
38.995	40.1322	31.009	42.4331	35.9947
37.9011	40.1322	31.009	40.5286	35.9947
37.9011	40.1322	25.7809	40.5286	31.867
