9.39833	10.0802	8.49252	11.0816	8.84521
8.36413	8.78632	8.49252	8.74995	8.84521
8.18401	7.2678	8.49252	8.63636	8.84521
7.63073	6.12465	8.49252	8.4992	8.2896
7.60123	6.12465	8.49252	8.4992	7.63209
6.97567	6.12465	8.00259	5.75238	7.63209
5.96813	5.42737	7.62795	5.75238	7.63209
5.93216	5.42737	7.62795	5.75238	7.19678
4.86469	5.06149	6.90983	5.75238	6.84157
4.86469	4.83209	6.82862	5.75238	6.84157
4.86469	4.22643	6.82862	5.38903	6.84157
4.46093	4.16348	6.59409	5.24008	5.81408
3.54847	3.88776	6.35821	4.79755	5.81408
2.76212	3.88776	5.99241	4.42119	5.81408
