5.76328e+07	3.79022e+07	2.76463e+07	4.86142e+07	2.18185e+07
4.95618e+07	5.18183e+06	2.76463e+07	1.77174e+07	1.77899e+07
4.95618e+07	5.18183e+06	2.76463e+07	1.71089e+07	1.77899e+07
3.00054e+07	5.18183e+06	7.38573e+06	5.97369e+06	9.66612e+06
2.44304e+07	5.14003e+06	5.466e+06	1.55565e+06	9.66612e+06
1.6867e+07	4.30018e+06	4.75151e+06	1.55565e+06	5.45912e+06
5.6221e+06	3.56425e+06	1.84e+06	1.55565e+06	3.12286e+06
5.6221e+06	2.7473e+06	1.5357e+06	1.55565e+06	3.12286e+06
3.31296e+06	2.42487e+06	1.17272e+06	1.41868e+06	3.12286e+06
3.26149e+06	1.25007e+06	1.17272e+06	1.41868e+06	3.12286e+06
3.26149e+06	1.25007e+06	1.17272e+06	1.41868e+06	2.67751e+06
2.79823e+06	775847	1.17272e+06	887961	2.67751e+06
2.78132e+06	775847	1.17272e+06	887961	2.00725e+06
2.38346e+06	362273	1.17272e+06	315214	635351
