3.29289e+09	3.52542e+09	1.56697e+09	3.26275e+09	2.14617e+09
1.25581e+09	1.21617e+09	1.51931e+09	1.29049e+09	8.40154e+08
1.09344e+09	1.14043e+09	1.0636e+09	1.06767e+09	8.40154e+08
8.71601e+08	5.0174e+08	6.41236e+08	1.06767e+09	7.03125e+08
4.13165e+08	5.0174e+08	5.15216e+08	9.15654e+08	6.15772e+08
3.85194e+08	2.70498e+08	3.72004e+08	1.89019e+08	4.25136e+08
3.19514e+08	2.70498e+08	1.72239e+08	1.58563e+08	3.60522e+08
2.13434e+08	2.70498e+08	1.72239e+08	1.16405e+08	3.60522e+08
2.13434e+08	2.70498e+08	1.23657e+08	1.16405e+08	3.26054e+08
2.13434e+08	2.68851e+08	7.10809e+07	1.09048e+08	2.07779e+08
1.64297e+08	1.55483e+08	7.10809e+07	1.09048e+08	1.12315e+08
5.36465e+07	1.16932e+08	7.10809e+07	1.09048e+08	1.12315e+08
5.36465e+07	7.15813e+07	5.7839e+07	4.06071e+07	8.34907e+07
3.34462e+07	7.15813e+07	3.43384e+07	3.49437e+07	3.56136e+07
